Tipo de produto florestal;Tipo de Floresta;Tipo de Uso;Tipo de produto extrativo (com código);Tipo de produto extrativo;Unidade de Medida PEVS;Unidade de Medida transformada;Ano_PEVS;Quantidade PEVS;Quantidade transformada;Valor (mil reais)
PFNM;Floresta Natural;Ceras;4.1 - Carnaúba (cera) (Toneladas);Carnaúba (cera);Toneladas;Toneladas;2003;3418;3418;13831
PFNM;Floresta Natural;Ceras;4.1 - Carnaúba (cera) (Toneladas);Carnaúba (cera);Toneladas;Toneladas;2004;3600;3600;16113
PFNM;Floresta Natural;Ceras;4.1 - Carnaúba (cera) (Toneladas);Carnaúba (cera);Toneladas;Toneladas;2005;3209;3209;13689
PFNM;Floresta Natural;Ceras;4.1 - Carnaúba (cera) (Toneladas);Carnaúba (cera);Toneladas;Toneladas;2006;3130;3130;13326
PFNM;Floresta Natural;Ceras;4.1 - Carnaúba (cera) (Toneladas);Carnaúba (cera);Toneladas;Toneladas;2007;3190;3190;14927
PFNM;Floresta Natural;Ceras;4.1 - Carnaúba (cera) (Toneladas);Carnaúba (cera);Toneladas;Toneladas;2008;3044;3044;18538
PFNM;Floresta Natural;Ceras;4.1 - Carnaúba (cera) (Toneladas);Carnaúba (cera);Toneladas;Toneladas;2009;2832;2832;17719
PFNM;Floresta Natural;Ceras;4.1 - Carnaúba (cera) (Toneladas);Carnaúba (cera);Toneladas;Toneladas;2010;2660;2660;17376
PFNM;Floresta Natural;Ceras;4.1 - Carnaúba (cera) (Toneladas);Carnaúba (cera);Toneladas;Toneladas;2011;2638;2638;18015
PFNM;Floresta Natural;Ceras;4.1 - Carnaúba (cera) (Toneladas);Carnaúba (cera);Toneladas;Toneladas;2012;2486;2486;18525
PFNM;Floresta Natural;Ceras;4.1 - Carnaúba (cera) (Toneladas);Carnaúba (cera);Toneladas;Toneladas;2013;2112;2112;21115
PFNM;Floresta Natural;Ceras;4.1 - Carnaúba (cera) (Toneladas);Carnaúba (cera);Toneladas;Toneladas;2014;1948;1948;24240
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;1994;12137;12137;15135
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;1995;12164;12164;19579
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;1996;7782;7782;8719
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;1997;7940;7940;9471
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;1998;8260;8260;9780
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;1999;10774;10774;16490
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;2000;12072;12072;19628
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;2001;12315;12315;15953
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;2002;15079;15079;29145
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;2003;16556;16556;33891
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;2004;17559;17559;43892
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;2005;19143;19143;46821
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;2006;19280;19280;48601
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;2007;19273;19273;63746
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;2008;18468;18468;62346
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;2009;18300;18300;79417
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;2010;18802;18802;86227
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;2011;18636;18636;90253
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;2012;17844;17844;95071
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;2013;18251;18251;118081
PFNM;Floresta Natural;Ceras;4.2 - Carnaúba (pó) (Toneladas);Carnaúba (pó);Toneladas;Toneladas;2014;18714;18714;148087
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;1994;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;1995;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;1996;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;1997;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;1998;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;1999;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;2000;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;2001;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;2002;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;2003;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;2004;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;2005;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;2006;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;2007;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;2008;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;2009;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;2010;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;2011;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;2012;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;2013;0;0;0
PFNM;Floresta Natural;Ceras;4.3 - Outras (Toneladas);Outras ceras;Toneladas;Toneladas;2014;0;0;0
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;1994;383;383;68
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;1995;387;387;68
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;1996;399;399;71
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;1997;396;396;69
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;1998;385;385;71
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;1999;387;387;206
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;2000;381;381;189
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;2001;356;356;192
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;2002;389;389;222
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;2003;360;360;195
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;2004;492;492;829
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;2005;483;483;879
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;2006;467;467;430
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;2007;500;500;1150
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;2008;610;610;1269
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;2009;803;803;1404
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;2010;465;465;1693
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;2011;465;465;2054
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;2012;469;469;1992
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;2013;466;466;2013
PFNM;Floresta Natural;Fibras;5.1 - Buriti (Toneladas);Buriti;Toneladas;Toneladas;2014;466;466;2253
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;1994;1938;1938;416
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;1995;2078;2078;447
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;1996;1820;1820;474
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;1997;2488;2488;825
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;1998;1904;1904;581
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;1999;1419;1419;475
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;2000;1428;1428;475
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;2001;1384;1384;465
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;2002;1383;1383;579
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;2003;1984;1984;905
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;2004;2165;2165;1056
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;2005;2264;2264;1202
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;2006;2297;2297;1429
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;2007;1488;1488;822
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;2008;1517;1517;905
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;2009;1540;1540;1019
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;2010;1552;1552;1226
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;2011;1640;1640;1387
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;2012;1667;1667;1731
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;2013;2317;2317;3053
PFNM;Floresta Natural;Fibras;5.2 - Carnaúba (Toneladas);Carnaúba;Toneladas;Toneladas;2014;1878;1878;2996
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;1994;81348;81348;54166
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;1995;84990;84990;62053
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;1996;93965;93965;78970
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;1997;95380;95380;83151
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;1998;96413;96413;93393
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;1999;96037;96037;100599
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;2000;94870;94870;98501
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;2001;95447;95447;109802
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;2002;94705;94705;124579
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;2003;95507;95507;119929
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;2004;96173;96173;129175
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;2005;86550;86550;89345
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;2006;80942;80942;88931
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;2007;82096;82096;97857
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;2008;78167;78167;104120
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;2009;72232;72232;110245
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;2010;63776;63776;117706
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;2011;61409;61409;123435
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;2012;57762;57762;108984
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;2013;44617;44617;82936
PFNM;Floresta Natural;Fibras;5.3 - Piaçava (Toneladas);Piaçava;Toneladas;Toneladas;2014;45758;45758;94302
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;1994;198;198;69
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;1995;99;99;40
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;1996;520;520;156
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;1997;79;79;40
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;1998;257;257;185
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;1999;354;354;318
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;2000;157;157;56
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;2001;71;71;30
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;2002;106;106;92
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;2003;66;66;41
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;2004;80;80;56
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;2005;51;51;47
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;2006;57;57;63
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;2007;57;57;74
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;2008;87;87;164
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;2009;500;500;920
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;2010;429;429;774
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;2011;2389;2389;1323
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;2012;1943;1943;1413
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;2013;1680;1680;1581
PFNM;Floresta Natural;Fibras;5.4 - Outras (Toneladas);Outras fibras;Toneladas;Toneladas;2014;371;371;922
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;1994;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;1995;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;1996;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;1997;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;1998;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;1999;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;2000;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;2001;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;2002;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;2003;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;2004;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;2005;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;2006;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;2007;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;2008;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;2009;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;2010;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;2011;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;2012;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;2013;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.1 - Balata (Toneladas);Balata;Toneladas;Toneladas;2014;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;1994;19;19;3
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;1995;21;21;4
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;1996;27;27;9
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;1997;29;29;14
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;1998;4;4;5
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;1999;4;4;14
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;2000;4;4;14
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;2001;4;4;15
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;2002;5;5;17
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;2003;5;5;13
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;2004;5;5;13
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;2005;5;5;16
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;2006;5;5;17
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;2007;5;5;17
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;2008;5;5;19
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;2009;5;5;19
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;2010;5;5;18
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;2011;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;2012;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;2013;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.2 - Maçaranduba (Toneladas);Maçaranduba;Toneladas;Toneladas;2014;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;1994;138;138;31
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;1995;149;149;35
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;1996;27;27;21
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;1997;29;29;28
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;1998;37;37;59
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;1999;37;37;60
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;2000;37;37;58
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;2001;39;39;61
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;2002;43;43;84
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;2003;43;43;94
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;2004;43;43;95
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;2005;44;44;121
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;2006;45;45;128
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;2007;33;33;108
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;2008;35;35;117
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;2009;36;36;120
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;2010;2;2;3
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;2011;1;1;3
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;2012;1;1;2
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;2013;0;0;0
PFNM;Floresta Natural;Gomas não elásticas;6.3 - Sorva (Toneladas);Sorva;Toneladas;Toneladas;2014;1;1;2
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;1994;1886782;15094256;180498
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;1995;1805151;14441208;201621
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;1996;1461363;11690904;190834
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;1997;1650835;13206680;192096
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;1998;1284032;10272256;174970
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;1999;1281125;10249000;167810
PFM;Floresta Natural;Madeira para Combustível;7.1 - Carvão vegetal (Toneladas);Carvão vegetal (extrativismo);Toneladas;Metros cúbicos;2000;1429180;11433440;206640
