Tipo de produto florestal;Tipo de Floresta;Tipo de Uso;Tipo de produto extrativo (com código);Tipo de produto extrativo;Unidade de Medida PEVS;Unidade de Medida transformada;Ano_PEVS;Quantidade PEVS;Quantidade transformada;Valor (mil reais)
PFM;Floresta Plantada;Madeira para Indústria - subdivisão;1.3.2 - Madeira em tora para outras finalidades (Metros cúbicos);Madeira em tora para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2000;25708036;25708036;554348
PFM;Floresta Plantada;Madeira para Indústria - subdivisão;1.3.2 - Madeira em tora para outras finalidades (Metros cúbicos);Madeira em tora para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2001;28758815;28758815;779894
PFM;Floresta Plantada;Madeira para Indústria - subdivisão;1.3.2 - Madeira em tora para outras finalidades (Metros cúbicos);Madeira em tora para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2002;31713758;31713758;999637
PFM;Floresta Plantada;Madeira para Indústria - subdivisão;1.3.2 - Madeira em tora para outras finalidades (Metros cúbicos);Madeira em tora para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2003;50166000;50166000;2059135
PFM;Floresta Plantada;Madeira para Indústria - subdivisão;1.3.2 - Madeira em tora para outras finalidades (Metros cúbicos);Madeira em tora para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2004;41230327;41230327;2062314
PFM;Floresta Plantada;Madeira para Indústria - subdivisão;1.3.2 - Madeira em tora para outras finalidades (Metros cúbicos);Madeira em tora para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2005;45916164;45916164;2621299
PFM;Floresta Plantada;Madeira para Indústria - subdivisão;1.3.2 - Madeira em tora para outras finalidades (Metros cúbicos);Madeira em tora para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2006;45652170;45652170;2665410
PFM;Floresta Plantada;Madeira para Indústria - subdivisão;1.3.2 - Madeira em tora para outras finalidades (Metros cúbicos);Madeira em tora para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2007;44167434;44167434;2644276
PFM;Floresta Plantada;Madeira para Indústria - subdivisão;1.3.2 - Madeira em tora para outras finalidades (Metros cúbicos);Madeira em tora para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2008;43080058;43080058;2663563
PFM;Floresta Plantada;Madeira para Indústria - subdivisão;1.3.2 - Madeira em tora para outras finalidades (Metros cúbicos);Madeira em tora para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2009;41565728;41565728;2827460
PFM;Floresta Plantada;Madeira para Indústria - subdivisão;1.3.2 - Madeira em tora para outras finalidades (Metros cúbicos);Madeira em tora para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2010;45962916;45962916;3389775
PFM;Floresta Plantada;Madeira para Indústria - subdivisão;1.3.2 - Madeira em tora para outras finalidades (Metros cúbicos);Madeira em tora para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2011;49970760;49970760;4272164
PFM;Floresta Plantada;Madeira para Indústria - subdivisão;1.3.2 - Madeira em tora para outras finalidades (Metros cúbicos);Madeira em tora para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2012;58041847;58041847;4899940
PFM;Floresta Plantada;Madeira para Indústria - subdivisão;1.3.2 - Madeira em tora para outras finalidades (Metros cúbicos);Madeira em tora para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2013;57170390;57170390;4376253
PFM;Floresta Plantada;Madeira para Indústria - subdivisão;1.3.2 - Madeira em tora para outras finalidades (Metros cúbicos);Madeira em tora para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2014;51850296;51850296;4018651
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1994;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1995;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1996;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1997;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1998;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1999;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2000;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2001;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2002;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2003;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2004;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2005;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2006;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2007;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2008;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2009;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2010;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2011;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2012;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2013;32540240;32540240;2387483
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.1 - Madeira em tora de eucalipto para outras finalidades (Metros cúbicos);Madeira em tora de eucalipto para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2014;27521343;27521343;2042719
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1994;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1995;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1996;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1997;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1998;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1999;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2000;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2001;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2002;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2003;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2004;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2005;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2006;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2007;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2008;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2009;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2010;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2011;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2012;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2013;22754097;22754097;1698546
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.2 - Madeira em tora de pinus para outras finalidades (Metros cúbicos);Madeira em tora de pinus para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2014;23115830;23115830;1836211
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1994;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1995;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1996;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1997;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1998;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;1999;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2000;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2001;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2002;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2003;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2004;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2005;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2006;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2007;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2008;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2009;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2010;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2011;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2012;0;0;0
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2013;1876053;1876053;290224
PFM;Floresta Plantada;Madeira para Indústria - Subdivisão II;1.3.2.3 - Madeira em tora de outras espécies para outras finalidades (Metros cúbicos);Madeira em tora de outras espécies para outras finalidades (silvicultura);Metros cúbicos;Metros cúbicos;2014;1213123;1213123;139720
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;1994;185858;185858;4093
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;1995;191830;191830;6260
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;1996;81417;81417;1372
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;1997;219100;219100;5018
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;1998;256012;256012;6547
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;1999;243324;243324;8345
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;2000;278502;278502;11496
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;2001;212425;212425;7303
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;2002;1064777;1064777;107803
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;2003;238897;238897;27075
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;2004;242604;242604;63955
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;2005;280329;280329;31933
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;2006;262313;262313;29841
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;2007;172090;172090;18201
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;2008;158548;158548;14064
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;2009;109010;109010;10554
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;2010;107171;107171;9586
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;2011;105578;105578;11799
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;2012;103006;103006;13071
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;2013;72802;72802;10724
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.1 - Acácia-negra (casca) (Toneladas);Acácia-negra (casca);Toneladas;Toneladas;2014;69991;69991;11148
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;1994;34149;34149;1669
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;1995;26160;26160;825
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;1996;119054;119054;9884
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;1997;120096;120096;10802
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;1998;116811;116811;10935
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;1999;109687;109687;11153
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;2000;111296;111296;10788
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;2001;54043;54043;3349
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;2002;57794;57794;1333
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;2003;37851;37851;1076
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;2004;33572;33572;1798
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;2005;60319;60319;3701
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;2006;48364;48364;3096
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;2007;53084;53084;1745
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;2008;58326;58326;2245
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;2009;64077;64077;2459
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;2010;96907;96907;4064
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;2011;56797;56797;2544
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;2012;46474;46474;2310
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;2013;56743;56743;2830
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.2 - Eucalipto (folha) (Toneladas);Eucalipto (folha);Toneladas;Toneladas;2014;24600;24600;1491
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.3 - Resina (Toneladas);Resina;Toneladas;Toneladas;1994;27682;27682;7399
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.3 - Resina (Toneladas);Resina;Toneladas;Toneladas;1995;26655;26655;8082
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.3 - Resina (Toneladas);Resina;Toneladas;Toneladas;1996;38978;38978;10941
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.3 - Resina (Toneladas);Resina;Toneladas;Toneladas;1997;28411;28411;11087
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.3 - Resina (Toneladas);Resina;Toneladas;Toneladas;1998;26980;26980;11282
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.3 - Resina (Toneladas);Resina;Toneladas;Toneladas;1999;32151;32151;14089
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.3 - Resina (Toneladas);Resina;Toneladas;Toneladas;2000;37436;37436;19492
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.3 - Resina (Toneladas);Resina;Toneladas;Toneladas;2001;28366;28366;12344
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.3 - Resina (Toneladas);Resina;Toneladas;Toneladas;2002;37136;37136;30648
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.3 - Resina (Toneladas);Resina;Toneladas;Toneladas;2003;50957;50957;45395
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.3 - Resina (Toneladas);Resina;Toneladas;Toneladas;2004;53390;53390;67953
PFNM;Floresta Plantada;Outros produtos da silvicultura;2.3 - Resina (Toneladas);Resina;Toneladas;Toneladas;2005;64197;64197;135218
